MaterialID,MTitle,MShared,MaterialType,MDCGSID_ENname
108961,Asking for Directions in a Foreign Country,Share,Adult,Travel and Transportation/**/Everyday Language
108978,Behind the Scenes at the County Fair,Share,Adult,"Sport/**/Culture, History, and Religion/**/Everyday Language/**/Plants and Animal/**/History & Culture/**/Fun/Interesting stuff/**/Countries, Cities, and Towns/**/Countries, Cities and Towns/**/Art & Entertainment/**/Arts and Entertainment/**/Sports and Recreation"
109035,How to make wine,Adult and Non-share,Adult,"Culture, History, and Religion/**/Geography and Weather/**/History & Culture/**/Fun/Interesting stuff/**/Countries, Cities, and Towns/**/Countries, Cities and Towns/**/Plants and Animal/**/Everyday Language"
109056,Past Simple vs. Present Perfect,Adult and Non-share,Adult,Travel and Transportation/**/Everyday Language
109079,Ecotouring,Adult and Non-share,Adult,"Sport/**/Travel and Transportation/**/Training, Education and School/**/Fun/Interesting stuff/**/Everyday Language/**/Sports and Recreation"
109136,"Special Session - Travel: The Most Common Tipping Mistakes, And How To Avoid Them",Share,Adult,"Training, Education and School/**/Careers and Jobs/**/Travel and Transportation/**/Everyday Language"
109143,The Many Functions of Verbs + -ING,Adult and Non-share,Adult,Everyday Language
109162,Weird World Championships,Adult and Non-share,Adult,Fun/Interesting stuff/**/Sport/**/Everyday Language/**/Sports and Recreation
109189,What's the best way to introduce yourself?,Adult and Non-share,Adult,"Fun/Interesting stuff/**/Careers and Jobs/**/Training, Education and School/**/Everyday Language"
109202,Special Session: Everyday Talk; Asking Her Out,Share,Adult,"Fun/Interesting stuff/**/People and Relationships/**/Training, Education and School/**/Everyday Language"
109231,She Is Going To Marry Him - The Future Tense,Share,Adult,Everyday Language
109233,Special Session: How to Say It Part 9: On the Phone,Share,Adult,"Fun/Interesting stuff/**/Training, Education and School/**/Business, Industry and Finance/**/Everyday Language"
109240,What are you wearing?,Adult and Non-share,Adult,Fun/Interesting stuff/**/Fashion/**/Shopping and Style/**/Everyday Language
109267,What is your favorite sport?,Share,Adult,Sport/**/Everyday Language/**/Sports and Recreation
109269,A Walk in the Desert - Quantifiers,Adult and Non-share,Adult,Sport/**/Travel and Transportation/**/Everyday Language/**/Sports and Recreation
109308,Special Session-Adjectives You Must Know-Appearance of Women,Share,Adult,"Training, Education and School/**/Everyday Language"
109312,Special Session-Adjectives You Must Know- Appearance of Men ,Share,Adult,"Fun/Interesting stuff/**/Training, Education and School/**/Everyday Language"
109324,Special Session - Cultural Icons: The Statue Of Liberty,Share,Adult,"Fun/Interesting stuff/**/Training, Education and School/**/Everyday Language"
109328,"Idyllic, Inspiring Italy",Share,Adult,"Countries, Cities, and Towns/**/Travel and Transportation/**/Countries, Cities and Towns/**/Everyday Language"
109370,The Most Dangerous Cities,Adult and Non-share,Adult,"Countries, Cities, and Towns/**/Countries, Cities and Towns/**/Everyday Language"
109377,Special Session - Travel Words: Ten Travel Items You Can Replace With Your Smartphone,Share,Adult,"Training, Education and School/**/Travel and Transportation/**/Everyday Language"
109379,Special Session: Cultural Icons: Pyramids Of Egypt,Share,Adult,"Fun/Interesting stuff/**/Training, Education and School/**/Everyday Language"
109392,The Demise of the Dodo ,Adult and Non-share,Adult,Plants and Animal/**/Everyday Language
109397,Are you a couch potato?,Share,Adult,Art & Entertainment/**/Arts and Entertainment/**/Everyday Language
109413,Special Session - Cultural Icons: Germany's Oktoberfest,Share,Adult,"Sport/**/Culture, History, and Religion/**/Training, Education and School/**/Everyday Language/**/History & Culture/**/Food and Cooking/**/Fun/Interesting stuff/**/Art & Entertainment/**/Arts and Entertainment/**/Sports and Recreation"
109420,Controlling TV Before It Controls You,Adult and Non-share,Adult,"Housing, Home, and Community/**/Housing, Home and Community/**/Art & Entertainment/**/Arts and Entertainment/**/Everyday Language"
109426,Word Order in English,Adult and Non-share,Adult,"Training, Education and School/**/Everyday Language"
109466,The Text Message Turns 20,Adult and Non-share,Adult,"People and Relationships/**/Science, Technology, and Computers/**/Everyday Language"
109468,Money Matters,Adult and Non-share,Adult,"Business, Industry and Finance/**/Everyday Language"
109474,"You Speak English, Don't You?",Adult and Non-share,Adult,"Training, Education and School/**/Everyday Language"
109512,Amazing animal hybrids,Adult and Non-share,Adult,"Training, Education and School/**/Plants and Animal/**/Everyday Language"
109522,Writing a story,Adult and Non-share,Adult,"Training, Education and School/**/Everyday Language"
109628,Special Session - Vocabulary Builder: The Best Foods To Curb Your Appetite,Share,Adult,"Training, Education and School/**/Everyday Language"
109700,Birthday Stones and Flowers,Adult and Non-share,Adult,Art & Entertainment/**/Arts and Entertainment
109701,Special Session: Lexical Chunks Part 40,Share,Adult,"Training, Education and School/**/Everyday Language"
109812,Would You Rather? ,Adult and Non-share,Adult,Fun/Interesting stuff/**/Everyday Language
109871,Special Session - Travel Words: The Best Climbs On Earth,Share,Adult,"Travel and Transportation/**/Training, Education and School/**/Fun/Interesting stuff/**/Countries, Cities, and Towns/**/Countries, Cities and Towns/**/Everyday Language"
109878,How do you know if someone is interested in you?,Adult and Non-share,Adult,"Fun/Interesting stuff/**/People and Relationships/**/Training, Education and School/**/Everyday Language"
109885,A horse of a different color,Adult and Non-share,Adult,"Fun/Interesting stuff/**/Training, Education and School/**/Plants and Animal/**/Everyday Language"
109892,Spring Cleaning Simplified,Adult and Non-share,Adult,"Housing, Home, and Community/**/Training, Education and School/**/Housing, Home and Community/**/Fun/Interesting stuff/**/Everyday Language"
109969,Click!,Adult and Non-share,Adult,Shopping and Style/**/Fashion/**/Fun/Interesting stuff/**/Art & Entertainment/**/Arts and Entertainment/**/Everyday Language
110000,Mixology: The Science of Spirits,Adult and Non-share,Adult,"Fun/Interesting stuff/**/Training, Education and School/**/Everyday Language"
110061,Desperate times call for desperate measures - the story of how one unemployed man thought outside of the box,Adult and Non-share,Adult,"Training, Education and School/**/People and Relationships/**/Careers and Jobs/**/Fun/Interesting stuff/**/Everyday Language"
110104,Few People Know...,Adult and Non-share,Adult,"Fun/Interesting stuff/**/Training, Education and School/**/Everyday Language"
110125,Learning from the Past,Adult and Non-share,Adult,"Culture, History, and Religion/**/Training, Education and School/**/People and Relationships/**/History & Culture/**/Everyday Language"
110155,How to Get Rid of Negative Thinking,Adult and Non-share,Adult,"Health, Fitness and Medicine/**/Health & Medicine/**/Training, Education and School/**/People and Relationships/**/Fun/Interesting stuff/**/Everyday Language"
110192,Special Session - English For Driving,Share,Adult,"Training, Education and School/**/People and Relationships/**/Fun/Interesting stuff/**/Politics, Government, and Law/**/Everyday Language"
110197,The Heartland of America,Share,Adult,"Countries, Cities, and Towns/**/Travel and Transportation/**/Countries, Cities and Towns"
110209,The Ultimate in Ecotourism,Adult and Non-share,Adult,Fun/Interesting stuff/**/Sport/**/Travel and Transportation/**/Sports and Recreation
110221,Hover Shoes & Other Green Technologies of the Future,Share,Adult,"Travel and Transportation/**/Science, Technology, and Computers"
110229,Moon Dust Discovery,Adult and Non-share,Adult,"Fun/Interesting stuff/**/Training, Education and School/**/Science, Technology, and Computers/**/Everyday Language"
110237,"Abbreviations, Acronyms, & Initialisms",Adult and Non-share,Adult,"Sport/**/Training, Education and School/**/Fun/Interesting stuff/**/Everyday Language/**/Sports and Recreation"
110239,The Story of Success,Share,Adult,"Business, Industry and Finance/**/Training, Education and School/**/Careers and Jobs/**/Fun/Interesting stuff/**/Art & Entertainment/**/Arts and Entertainment/**/Everyday Language"
110257,Pandas,Adult and Non-share,Adult,Plants and Animal
110270,Everybody loves Bacon,Adult and Non-share,Adult,"Training, Education and School/**/People and Relationships/**/Fun/Interesting stuff/**/Plants and Animal/**/Everyday Language"
110297,Facial Features,Adult and Non-share,Adult,People and Relationships/**/Everyday Language
110361,Uruguay - A South American Gem ,Share,Adult,"Travel and Transportation/**/Culture, History, and Religion/**/History & Culture/**/Fun/Interesting stuff/**/Countries, Cities, and Towns/**/Countries, Cities and Towns/**/Everyday Language"
110366,Skydiving,Adult and Non-share,Adult,Fun/Interesting stuff/**/Sport/**/Everyday Language/**/Sports and Recreation
110370,Produce,Share,Adult,"Health, Fitness and Medicine/**/Health & Medicine/**/Shopping and Style/**/Fashion/**/Food and Cooking/**/Fun/Interesting stuff/**/Plants and Animal/**/Everyday Language"
110387,Scuba Diving,Share,Adult,Fun/Interesting stuff/**/Sport/**/Everyday Language/**/Sports and Recreation
110405,New York's Toy Fair,Adult and Non-share,Adult,Sport/**/Everyday Language/**/Fun/Interesting stuff/**/Art & Entertainment/**/Arts and Entertainment/**/Sports and Recreation
110417,Change Your Future,Adult and Non-share,Adult,"Health, Fitness and Medicine/**/Health & Medicine/**/Culture, History, and Religion/**/People and Relationships/**/Science, Technology, and Computers/**/History & Culture/**/Fun/Interesting stuff/**/Everyday Language"
110438,What does he do?,Adult and Non-share,Adult,Everyday Language
110484,Broccoli,Adult and Non-share,Adult,Plants and Animal/**/Everyday Language/**/Food and Cooking
110503,Making Comparisons,Adult and Non-share,Adult,Everyday Language
110544,You're So Brainy,Adult and Non-share,Adult,"Fun/Interesting stuff/**/Health, Fitness and Medicine/**/Health & Medicine/**/Science, Technology, and Computers"
110561,I Want Something to Eat,Share,Adult,Everyday Language
110562,What parents should teach their childen,Adult and Non-share,Adult,Fun/Interesting stuff/**/People and Relationships/**/Everyday Language
110571,Intriguing Questions From Kids,Adult and Non-share,Adult,"Health, Fitness and Medicine/**/Health & Medicine/**/People and Relationships/**/Science, Technology, and Computers/**/Geography and Weather/**/Fun/Interesting stuff/**/Everyday Language"
110625,Special Session - Grammar - Present Continuous,Share,Adult,"Training, Education and School/**/School/**/Everyday Language"
110636,Special Session: How To Say It: Say That Again?,Share,Adult,"Training, Education and School/**/Everyday Language"
110668,$160m Settled in Discrimination Case,Adult and Non-share,Adult,"Politics, Government, and Law/**/Business, Industry and Finance"
110701,Special Session: Everyday Talk: Talking About A Wedding,Share,Adult,"Fun/Interesting stuff/**/Training, Education and School/**/Everyday Language"
110708,Palmistry: The Art of Reading Hands,Adult and Non-share,Adult,"Fun/Interesting stuff/**/Health, Fitness and Medicine/**/Health & Medicine/**/Everyday Language"
110714,special session: Lexical Chunks: Video Game Upgrade,Share,Adult,"Fun/Interesting stuff/**/Training, Education and School/**/Everyday Language"
110725,Special Session - English For Shopping Part II,Share,Adult,"Training, Education and School/**/Shopping and Style/**/Fashion/**/Fun/Interesting stuff/**/Everyday Language"
110767,Emphasis: An Important Step in Reading and Speaking,Adult and Non-share,Adult,Everyday Language
110809,Special Session - Grammar: Present Perfect,Share,Adult,"Training, Education and School/**/Everyday Language"
110829,Meeting Time: Supplier Negotiations,Adult and Non-share,Adult,"Business, Industry and Finance"
110840,The Biggest - Comparative and Superlatives,Share,Adult,"Countries, Cities, and Towns/**/Countries, Cities and Towns/**/Everyday Language"
110877,I Feel As Fit As a Butcher's Dog,Adult and Non-share,Adult,Fun/Interesting stuff/**/Plants and Animal/**/Everyday Language
110920,How Can I Get There?,Share,Adult,"Fun/Interesting stuff/**/Countries, Cities, and Towns/**/Countries, Cities and Towns/**/Everyday Language"
110923,World Food Day,Adult and Non-share,Adult,"Health, Fitness and Medicine/**/Health & Medicine/**/People and Relationships/**/Food and Cooking/**/Countries, Cities, and Towns/**/Countries, Cities and Towns/**/Everyday Language"
110943,Special Session: Everyday Talk: Going on A Cruise,Share,Adult,"Travel and Transportation/**/Training, Education and School/**/Fun/Interesting stuff/**/Countries, Cities, and Towns/**/Countries, Cities and Towns/**/Everyday Language"
110948,The Corn Palace,Share,Adult,"Travel and Transportation/**/Culture, History, and Religion/**/Geography and Weather/**/History & Culture/**/Food and Cooking/**/Fun/Interesting stuff/**/Countries, Cities, and Towns/**/Countries, Cities and Towns/**/Everyday Language"
110950,special session: How To Say It: Giving/ Receiving Commendation,Share,Adult,"Training, Education and School/**/People and Relationships/**/Everyday Language"
